Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Date/Heure,Année,Mois,Temp max.moy.(°C),Temp max. moy. Indicateur,Temp min.moy.(°C),Temp min. moy. Indicateur,Temp moy.(°C),Temp moy. Indicateur,Temp max.ext.(°C),Temp max. ext. Indicateur,Temp min.ext.(°C),Temp min. ext. Indicateur,Pluie tot. (mm),Pluie tot. Indicateur,Neige tot. (cm),Neige tot. Indicateur,Précip. tot. (mm),Précip. tot. Indicateur,Neige au sol. dernier jour (cm),Neige au sol. dernier jour Indicateur,Dir. raf. max. (10's deg),Dir. raf. max. Indicateur,Vit. raf. max. (km/h),Vit. raf. max. Indicateur
-71.9,45.4,SHERBROOKE,7028120,1938-06,1938,6,24.8,,12.4,,18.6,,32.2,S,4.4,,76.5,,0,,76.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1938-07,1938,7,25.2,,14.8,,20,,31.1,S,6.7,,193.3,,0,,193.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1938-08,1938,8,25.5,,14.6,,20.1,,33.3,,4.4,,125.7,,0,,125.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1938-09,1938,9,17.3,,7.2,,12.3,,23.3,S,-0.6,,124,,0,,124,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1938-10,1938,10,15.1,,3.3,,9.2,,27.8,S,-4.4,,42.9,,0,,42.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1938-11,1938,11,6.7,,-2.9,,1.9,,23.9,,-22.2,,33.5,,26.4,,59.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1938-12,1938,12,-0.9,,-9.1,,-5,,7.8,S,-20.6,,68.3,,24.6,,93,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1939-01,1939,1,-5.3,,-15.6,,-10.5,,7.2,S,-30.6,,17,,59.7,,76.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1939-02,1939,2,-2.6,,-14.6,,-8.6,,6.1,,-23.9,,38.1,,70.6,,108.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1939-03,1939,3,-1.2,,-11.8,,-6.5,,7.8,,-23.9,,21.3,,77.2,,98.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1939-04,1939,4,6.1,,-2.1,,2,,15.6,,-10.6,,56.9,,43.9,,100.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1939-05,1939,5,18,,5.1,,11.6,,27.8,,-5,,48.5,,0,T,48.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1939-06,1939,6,22.2,,11.4,,16.8,,30.6,,3.9,S,129,,0,,129,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1939-07,1939,7,25.6,,14.4,,20,,32.2,S,5.6,,101.6,,0,,101.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1939-08,1939,8,26.4,,14.8,,20.6,,30.6,,8.3,,88.4,,0,,88.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1939-09,1939,9,18.7,,7.9,,13.3,,32.8,,-1.7,,128,,5.1,,133.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1939-10,1939,10,12.5,,2.7,,7.6,,22.2,S,-5,,98.6,,2.3,,100.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1939-11,1939,11,2.9,,-4.6,,-0.9,,10,S,-12.8,,19.6,,0.5,,20.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1939-12,1939,12,-3.1,,-9.8,,-6.5,,10,,-23.3,,49,,31,,80,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1940-01,1940,1,-9.3,,-17.2,,-13.3,,3.3,,-26.1,,0.8,,21.8,,22.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1940-02,1940,2,-4.8,,-15.6,,-10.2,,4.4,,-28.3,,0,,34.8,,34.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1940-03,1940,3,-0.8,,-9.9,,-5.4,,11.7,,-26.1,,27.4,,86.6,,114,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1940-04,1940,4,7.1,,-1.6,,2.8,,22.2,,-9.4,,72.6,,28.7,,101.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1940-05,1940,5,18.4,,7.3,,12.9,,26.1,S,-2.2,,106.2,,0,,106.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1940-06,1940,6,21.8,,11.4,,16.6,,28.9,,2.8,,136.9,,0,,136.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1940-07,1940,7,25.3,,13.8,,19.6,,30.6,S,6.7,,100.6,,0,,100.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1940-08,1940,8,24.1,,12.1,,18.1,,31.1,,3.3,,46.2,,0,,46.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1940-09,1940,9,18.4,,9,,13.7,,25.6,,0,,84.3,,0,,84.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1940-10,1940,10,10.8,,1.3,,6.1,,26.1,,-6.1,,55.4,,6.6,,62,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1940-11,1940,11,3.9,,-2.6,,0.7,,13.9,,-19.4,,96.8,,41.1,,137.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1940-12,1940,12,-2.2,,-11.9,,-7.1,,4.4,S,-28.9,,67.3,,33.8,,101.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1941-01,1941,1,-7.3,,-16.3,,-11.8,,3.3,,-28.9,,6.6,,42.4,,49,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1941-02,1941,2,-3.7,,-12.4,,-8.1,,6.7,,-22.8,,12.4,,18.8,,31.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1941-03,1941,3,-1.3,,-10.2,,-5.8,,7.2,S,-23.9,,1.3,,66.5,,67.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1941-04,1941,4,13.9,,1.1,,7.5,,30,,-6.1,,28.4,,0,,28.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1941-05,1941,5,18.4,,5.4,,11.9,,30,S,-2.2,,57.7,,2.5,,60.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1941-06,1941,6,24.2,,11.7,,18,,33.3,,2.8,,118.1,,0,,118.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1941-07,1941,7,26.2,,14.7,,20.5,,32.2,,5.6,,99.8,,0,,99.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1941-08,1941,8,22.7,,11.4,,17.1,,30,,3.9,S,49,,0,,49,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1941-09,1941,9,20.4,,8.5,,14.5,,27.8,S,-1.1,,79.8,,0,,79.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1941-10,1941,10,11.1,,2.2,,6.7,,20.6,,-7.8,,111.8,,1.5,,113.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1941-11,1941,11,5.7,,-2.1,,1.8,,20.6,,-13.3,,59.4,,13.5,,72.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1941-12,1941,12,-1.1,,-10.3,,-5.7,,17.2,,-26.1,,34.5,,53.8,,88.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1942-01,1942,1,-5.2,,-15.1,,-10.2,,5.6,,-30,,33.8,,49.8,,83.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1942-02,1942,2,-5.9,,-14.3,,-10.1,,2.8,S,-32.2,,9.1,,68.8,,78,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1942-03,1942,3,3.9,,-3.2,,0.4,,10.6,,-9.4,,39.1,,94.2,,133.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1942-04,1942,4,10.6,,0.8,,5.7,,25.6,,-5,S,35.3,,28.2,,63.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1942-05,1942,5,20.2,,9.4,,14.8,,29.4,,1.7,,61.5,,0,,61.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1942-06,1942,6,23.3,,12.4,,17.9,,31.7,,2.2,,201.4,,0,,201.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1942-07,1942,7,24.7,,14.3,,19.5,,32.2,,8.3,S,75.4,,0,,75.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1942-08,1942,8,23.7,,13.3,,18.5,,30.6,,3.3,,93.2,,0,,93.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1942-09,1942,9,20.4,,9,,14.7,,31.1,,-0.6,,131.8,,0,,131.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1942-10,1942,10,14.4,,3.3,,8.9,,21.7,,-3.3,,113,,3.3,,116.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1942-11,1942,11,5.2,,-2.9,,1.2,,17.2,,-11.1,,68.3,,22.4,,90.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1942-12,1942,12,-5,,-13.2,,-9.1,,5.6,S,-31.7,,26.9,,57.9,,84.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1943-01,1943,1,-7.4,,-16.4,,-11.9,,4.4,,-27.2,S,0.3,,31.5,,31.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1943-02,1943,2,-2.8,,-12.7,,-7.8,,10,,-33.9,,31.8,,55.4,,87.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1943-03,1943,3,0.1,,-8.7,,-4.3,,13.3,,-26.7,,28.2,,30.7,,58.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1943-04,1943,4,5.7,,-3.4,,1.2,,17.8,,-13.9,S,41.4,,43.7,,85.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1943-05,1943,5,17.3,,5.9,,11.6,,26.7,,-2.8,,62.5,,0.8,,63.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1943-06,1943,6,22.9,,11.9,,17.4,,29.4,S,3.9,,238.3,,0,,238.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1943-07,1943,7,25.4,,14.6,,20,,32.8,,8.9,,124.7,,0,,124.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1943-08,1943,8,22.8,,13.5,,18.2,,28.3,S,6.7,,86.6,,0,,86.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1943-09,1943,9,18.4,,7.7,,13.1,,29.4,,-0.6,S,59.2,,0,,59.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1943-10,1943,10,12.6,,3.8,,8.2,,23.9,,-3.9,S,114,,0,T,114,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1943-11,1943,11,3.8,,-2.7,,0.6,,15.6,,-12.8,,61.7,,45.7,,107.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1943-12,1943,12,-5.2,,-15.1,,-10.2,,4.4,S,-31.7,,7.6,,50.5,,58.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1944-01,1944,1,-3.4,,-13.1,,-8.3,,6.1,S,-27.2,,6.9,,55.9,,62.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1944-02,1944,2,-4.3,,-15.1,,-9.7,,5.6,,-29.4,,2.8,,66.3,,69.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1944-03,1944,3,-0.7,,-10.2,,-5.5,,12.8,,-22.8,,19.3,,47.5,,66.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1944-04,1944,4,6.8,,-2.1,,2.4,,18.9,,-9.4,,48.5,,12.7,,61.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1944-05,1944,5,21.6,,8.4,,15,,30,,-1.7,,50.3,,0,,50.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1944-06,1944,6,22.8,,11.7,,17.3,,33.3,,1.1,,84.6,,0,,84.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1944-07,1944,7,26.6,,14.1,,20.4,,33.3,,6.7,,146.6,,0,,146.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1944-08,1944,8,26.7,,14.6,,20.7,,35,,5.6,S,29.5,,0,,29.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1944-09,1944,9,19.9,,10.4,,15.2,,28.3,,-0.6,S,172,,0,,172,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1944-10,1944,10,12,,2.8,,7.4,,23.3,,-6.1,,79.2,,0,,79.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1944-11,1944,11,5.3,,-1.9,,1.7,,20,,-10.6,,19.1,,52.6,,71.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1944-12,1944,12,-4.4,,-13.9,,-9.2,,4.4,,-29.4,,17.3,,72.6,,89.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1945-01,1945,1,-8.7,,-18.4,,-13.6,,7.8,,-31.1,,28.2,,90.7,,118.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1945-02,1945,2,-2.9,,-11.6,,-7.3,,6.1,,-21.1,S,31.2,,33.3,,64.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1945-03,1945,3,8.1,,-1.9,,3.1,,23.9,,-16.1,,56.6,,20.8,,77.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1945-04,1945,4,14.2,,2.4,,8.3,,28.3,,-6.1,,84.1,,2.8,,86.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1945-05,1945,5,15.1,,5.8,,10.5,,31.1,,-1.1,,137.9,,0,T,137.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1945-06,1945,6,22.8,,11.4,,17.1,,31.1,,-1.1,,59.4,,0,,59.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1945-07,1945,7,25.6,,14.8,,20.2,,31.1,,8.9,,122.2,,0,,122.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1945-08,1945,8,25.3,,13.4,,19.4,,31.7,,5,,44.5,,0,,44.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1945-09,1945,9,20.7,,10.7,,15.7,,32.2,,0,S,184.7,,0,,184.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1945-10,1945,10,11.4,,2.5,,7,,23.3,,-4.4,,119.1,,0,T,119.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1945-11,1945,11,5.2,,-2.4,,1.4,,20,,-13.3,S,61.7,,30,,91.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1945-12,1945,12,-4.4,,-11.4,,-7.9,,5.6,,-22.2,,45.2,,21.1,,66.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1946-01,1946,1,-3.8,,-14.3,,-9.1,,12.2,,-28.9,,10.9,,71.9,,82.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1946-02,1946,2,-6.1,,-16.8,,-11.5,,7.2,S,-30.6,,21.6,,70.6,,92.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1946-03,1946,3,8.8,,-2.6,,3.1,,24.4,,-18.3,,36.8,,3.3,,40.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1946-04,1946,4,8.7,,-0.6,,4.1,,22.8,,-11.1,,60.2,,18.3,,78.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1946-05,1946,5,16.2,,6.1,,11.2,,28.3,,-5,,101.6,,0,,101.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1946-06,1946,6,22.9,,10.8,,16.9,,32.2,S,2.2,S,89.9,,0,,89.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1946-07,1946,7,24.9,,13.3,,19.1,,32.8,,3.9,,72.9,,0,,72.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1946-08,1946,8,22.8,,11.8,,17.3,,30.6,,3.3,,86.4,,0,,86.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1946-09,1946,9,22.2,,8.8,,15.5,,28.9,,-1.1,,107.7,,0,T,107.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1946-10,1946,10,16.4,,3.7,,10.1,,26.7,,-6.1,,82,,0,T,82,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1946-11,1946,11,6.3,,-1.1,,2.6,,12.2,,-12.8,,84.8,,23.4,,108.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1946-12,1946,12,-1.9,,-10.3,,-6.1,,10.6,,-25,,52.8,,83.1,,135.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1947-01,1947,1,-2.7,,-14.4,,-8.6,,7.8,S,-28.9,,61,,46.7,,107.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1947-02,1947,2,-5.7,,-13.5,,-9.6,,5,,-24.4,,2.5,,92.5,,95,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1947-03,1947,3,2.6,,-6,,-1.7,,10.6,,-18.9,,31,,24.1,,55.1,,0,T,,,,
-71.9,45.4,SHERBROOKE,7028120,1947-04,1947,4,8.1,,-2,,3.1,,19.4,,-8.3,,62.7,,30.5,,93.2,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1947-05,1947,5,15.4,,5.7,,10.6,,23.9,,-1.7,S,162.3,,2.8,,165.1,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1947-06,1947,6,21.8,,11.2,,16.5,,32.8,,2.2,,140.5,,0,,140.5,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1947-07,1947,7,26.9,,16.3,,21.6,,33.3,,8.9,,130.8,,0,,130.8,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1947-08,1947,8,27.2,,15.3,,21.3,,33.9,,5,,37.8,,0,,37.8,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1947-09,1947,9,20.2,,8.9,,14.6,,30,,-3.9,S,105.7,,0,,105.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1947-10,1947,10,17.9,,5.2,,11.6,,27.8,,-6.1,,30,,0,,30,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1947-11,1947,11,4.4,,-3.7,,0.4,,16.1,,-12.2,,56.4,,45,,101.3,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1947-12,1947,12,-5.3,,-12.8,,-9.1,,5.6,,-23.3,,14,,36.8,,50.8,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1948-01,1948,1,-7.2,,-16.9,,-12.1,,0,S,-31.1,,0,,58.2,,58.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1948-02,1948,2,-5,,-18.6,,-11.8,,6.1,S,-33.9,S,21.8,,52.3,,74.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1948-03,1948,3,2.8,,-9.6,,-3.4,,19.4,,-27.2,S,71.9,,22.4,,94.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1948-04,1948,4,10.3,,-0.2,,5.1,,19.4,,-8.3,,94.7,,4.3,,99.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1948-05,1948,5,15.8,,5.9,,10.9,,27.2,,-0.6,,127.5,,0,T,127.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1948-06,1948,6,22.1,,10.4,,16.3,,32.2,,3.3,,52.8,,0,,52.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1948-07,1948,7,25.6,,14.7,,20.2,,31.7,,7.2,,87.9,,0,,87.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1948-08,1948,8,24.6,,14.7,,19.7,,32.8,S,8.3,,116.1,,0,,116.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1948-09,1948,9,21.6,,8.1,,14.9,,30.6,,0,S,11.9,,0,,11.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1948-10,1948,10,12.8,,1.2,,7,,22.2,S,-6.7,,50,,0,T,50,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1948-11,1948,11,9.2,,1.9,,5.6,,22.2,,-5,,134.4,,2.8,,137.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1948-12,1948,12,0.4,,-7.5,,-3.6,,10.6,,-24.4,,53.3,,26.7,,80,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1949-01,1949,1,-1.8,,-10.9,,-6.4,,8.3,,-24.4,,33.8,,61.7,,95.5,,13,,,,,
-71.9,45.4,SHERBROOKE,7028120,1949-02,1949,2,-1,,-11.9,,-6.5,,7.2,,-27.8,,21.3,,53.6,,74.9,,18,,,,,
-71.9,45.4,SHERBROOKE,7028120,1949-03,1949,3,1.6,,-7.6,,-3,,13.9,,-21.1,,25.7,,42.2,,67.8,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1949-04,1949,4,11.2,,1.1,,6.2,,22.8,,-4.4,S,51.6,,3.3,,54.9,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1949-05,1949,5,18.3,,5.9,,12.1,,28.3,,-1.7,,73.2,,0,,73.2,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1949-06,1949,6,25.1,,13.8,,19.5,,32.8,,3.9,,45.7,,0,,45.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1949-07,1949,7,26.6,,15.5,,21.1,,32.2,S,7.2,,151.9,,0,,151.9,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1949-08,1949,8,25.4,,13.9,,19.7,,31.7,,5,,81.5,,0,,81.5,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1949-09,1949,9,18,,9.2,,13.6,,26.7,S,-1.1,,74.7,,0,,74.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1949-10,1949,10,16.9,,4.2,,10.6,,28.3,,-6.7,,85.6,,0,,85.6,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1949-11,1949,11,2.8,,-4.3,,-0.8,,13.3,,-20.6,,40.9,,53.1,,94,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1949-12,1949,12,0.4,,-8.1,,-3.9,,15.6,,-20.6,,57.4,,27.9,,85.3,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1950-01,1950,1,0.3,,-10.7,,-5.2,,15,,-25,,40.4,,66,,106.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1950-02,1950,2,-5.4,,-15,,-10.2,,3.3,,-28.3,,2.3,,73.2,,75.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1950-03,1950,3,-0.7,,-11.7,,-6.2,,12.8,,-27.2,,29.2,,56.1,,85.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1950-04,1950,4,8.2,,-1.3,,3.5,,19.4,,-10,S,68.6,,0,T,68.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1950-05,1950,5,18.6,,6.3,,12.5,,28.9,S,-5,,34,,0,T,34,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1950-06,1950,6,23.4,,12,,17.7,,30.6,,3.3,,106.9,,0,,106.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1950-07,1950,7,25.3,,13.7,,19.5,,31.1,,6.1,,63,,0,,63,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1950-08,1950,8,23.2,,12,,17.6,,28.3,S,6.1,,148.3,,0,,148.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1950-09,1950,9,17.1,,6.7,,11.9,,26.1,S,-2.8,,57.4,,0,,57.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1950-10,1950,10,13.4,,4.3,,8.9,,27.2,,-4.4,,75.9,,0,T,75.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1950-11,1950,11,7.9,,-0.3,,3.8,,23.9,,-12.8,,115.1,,13.5,,128.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1950-12,1950,12,-1.1,,-8.4,,-4.8,,13.9,,-23.9,,35.1,,30.7,,65.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1951-01,1951,1,-1.9,,-12.4,,-7.2,,11.1,,-30,,30.2,,59.7,,89.9,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1951-02,1951,2,-1.6,,-11.9,,-6.8,,8.3,,-36.1,,25.1,,46.2,,71.4,,0,T,,,,
-71.9,45.4,SHERBROOKE,7028120,1951-03,1951,3,3.2,,-4.8,,-0.8,,16.7,,-15,,42.7,,42.2,,84.8,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1951-04,1951,4,10.3,,2,,6.2,,19.4,,-2.8,S,118.1,,0.8,,118.9,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1951-05,1951,5,18.1,,6.1,,12.1,,28.3,,-1.1,S,43.4,,0,,43.4,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1951-06,1951,6,22.1,,11.1,,16.6,,30.6,,3.3,,69.1,,0,,69.1,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1951-07,1951,7,25.3,,14.3,,19.8,,30,,7.8,,95.8,,0,,95.8,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1951-08,1951,8,22,,12.3,,17.2,,27.8,,7.2,S,80.3,,0,,80.3,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1951-09,1951,9,19.5,,8.7,,14.1,,29.4,,-1.7,,66.5,,0,,66.5,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1951-10,1951,10,14.3,,3.3,,8.8,,23.9,S,-4.4,,48.5,,0,T,48.5,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1951-11,1951,11,3.1,,-5.3,,-1.1,,17.8,,-18.3,,62.2,,39.6,,101.9,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1951-12,1951,12,-1.4,,-10.5,,-6,,17.2,,-30,,22.1,,93,,115.1,,28,,,,,
-71.9,45.4,SHERBROOKE,7028120,1952-01,1952,1,-3.4,,-14.1,,-8.8,,8.3,,-28.3,,40.6,,50.5,,91.2,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1952-02,1952,2,-2.1,,-10.6,,-6.4,,6.7,,-20,,13,,41.4,,54.4,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1952-03,1952,3,1.4,,-5.6,,-2.1,,7.8,,-22.2,,21.1,,42.9,,64,,0,T,,,,
-71.9,45.4,SHERBROOKE,7028120,1952-04,1952,4,11.6,,0.4,,6,,21.7,S,-5,,56.6,,1,,57.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1952-05,1952,5,15.6,,4.6,,10.1,,26.1,,-2.2,,105.7,,0,,105.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1952-06,1952,6,23.3,,12.1,,17.7,,28.9,,4.4,,139.7,,0,,139.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1952-07,1952,7,28.3,,15.3,,21.8,,34.4,,3.9,,38.4,,0,,38.4,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1952-08,1952,8,25.1,,12.9,,19,,32.8,,7.2,,83.6,,0,,83.6,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1952-09,1952,9,20.4,,9.4,,14.9,,27.2,S,1.1,S,81.5,,0,,81.5,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1952-10,1952,10,10.9,,1.8,,6.4,,21.1,,-6.1,,104.6,,2.3,,106.9,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1952-11,1952,11,6.2,,-0.9,,2.7,,19.4,,-9.4,,35.1,,14,,49,,,M,,,,
